"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001020","BP","GO:2001020","regulation of response to DNA damage stimulus","20/602","209/23210",5.90457867821005e-07,3.60601054990685e-05,2.99224513467186e-05,"Foxm1/Tex15/Hsf1/Prkdc/Smchd1/Cd74/Chek2/Chek1/Cgas/Polq/Atm/Parpbp/Ddx11/Pml/Rmi2/Trp53bp1/Ankle1/Xrcc1/Nsd2/Hdac10",20
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","10/602","51/23210",6.2714690307649e-07,3.7761310009183e-05,3.13341002723169e-05,"Med1/Cd74/Irf7/Ifih1/Zbp1/Gfi1/Parp14/Irgm1/Irgm2/Nlrc5",10
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","7/602","21/23210",6.4634677765481e-07,3.79727356526263e-05,3.15095399567499e-05,"Med1/Irf1/Stat1/Parp14/Irgm1/Irgm2/Nlrc5",7
"GO:0007098","BP","GO:0007098","centrosome cycle","15/602","122/23210",6.48423322255373e-07,3.79727356526263e-05,3.15095399567499e-05,"Chordc1/Rbm14/Kif11/Cep192/Sass6/Plk1/Chek1/Cntrob/Ccp110/Wdr62/Ckap5/Crocc/Spice1/C2cd3/Alms1",15
"GO:0002758","BP","GO:0002758","innate immune response-activating signal transduction","16/602","139/23210",6.82766267657336e-07,3.9443591813988e-05,3.27300472546973e-05,"Irf1/Havcr2/Rsad2/Acod1/Irf7/Fcnb/Ifih1/Gfi1/Trim30a/Tlr3/Ddx60/Prkce/Tlr9/Tifa/Tlr11/Irgm2",16
"GO:0010212","BP","GO:0010212","response to ionizing radiation","15/602","125/23210",8.88811070305965e-07,5.066223100744e-05,4.20392043078049e-05,"Xrcc6/Hsf1/Prkdc/Ect2/Ints3/Rad54l/Chek2/Usp28/Fancd2/Atm/Pml/Ints7/Ticrr/H2afx/Rad54b",15
"GO:0051298","BP","GO:0051298","centrosome duplication","11/602","67/23210",1.12385081266472e-06,6.32166082123903e-05,5.24567484581731e-05,"Chordc1/Rbm14/Cep192/Sass6/Cntrob/Ccp110/Wdr62/Ckap5/Spice1/C2cd3/Alms1",11
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","16/602","146/23210",1.32578410804943e-06,7.36068449598869e-05,6.10785023120515e-05,"Mcm2/Dnmt1/Pax5/Top2a/Atad2/Cep192/Bub1/Plk1/Atm/Pml/Ttk/Pif1/Cenpe/Tet1/Xrcc1/Spdl1",16
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","12/602","83/23210",1.50279526928217e-06,8.23647407202728e-05,6.83457497635751e-05,"Cdc6/Cep192/Bub1/Cit/Plk1/Atm/Ddx11/Rmi2/Ttk/Cenpe/Numa1/Spdl1",12
"GO:0044773","BP","GO:0044773","mitotic DNA damage checkpoint","10/602","56/23210",1.55550518920363e-06,8.41744896689305e-05,6.98474681894234e-05,"Prkdc/Pidd1/Chek2/Mbd4/Atm/Pml/Eme1/Ccnd1/Sox4/Ptprv",10
"GO:0001961","BP","GO:0001961","positive regulation of cytokine-mediated signaling pathway","9/602","45/23210",1.9270056139826e-06,0.000102974362497195,8.54474857779127e-05,"Med1/Cd74/Irf7/Zbp1/Gfi1/Parp14/Irgm1/Irgm2/Nlrc5",9
"GO:0002697","BP","GO:0002697","regulation of immune effector process","29/602","420/23210",1.991154109988e-06,0.000105088689138256,8.72019408792666e-05,"Vpreb3/Cd40/Irf1/Havcr2/Rsad2/Prkdc/Cd74/Dnase1l3/Stat1/Stxbp1/Il1b/Aplf/Siglecg/Tlr3/Il15/Cadm1/Cgas/Dpp4/Nfkbid/Pml/Tap1/Ddx60/Trp53bp1/Tlr9/Slamf8/H2-T24/Nsd2/B2m/H2-K1",29
"GO:1901987","BP","GO:1901987","regulation of cell cycle phase transition","23/602","290/23210",2.33837739653271e-06,0.000121909309392407,0.000101159586987359,"Ube2c/Cdc6/Prkdc/Cep192/Pidd1/Bub1/Cdc7/Ezh2/Mbd4/Plk1/Chek1/Cdc25a/Atm/Pml/Ttk/Kif14/Cenpe/Ticrr/Haspin/Spdl1/Ccnd1/Sox4/Ptprv",23
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","30/602","449/23210",2.59085745083721e-06,0.000133444766293121,0.000110731637404203,"Cd40/Irf1/Havcr2/Rsad2/Eif2ak2/Cd74/Irf7/Casp8/Stat1/Ifi211/Fcnb/Ifih1/Il1rn/Il1b/Pde4b/Tlr3/Il15/Cadm1/Cgas/Agpat1/Tut4/Ddx60/Akap12/Tlr9/Clec9a/Ifi205/B2m/Il1rl2/Ifi204/Gbp5",30
"GO:2000042","BP","GO:2000042","negative regulation of double-strand break repair via homologous recombination","6/602","17/23210",2.88018036728095e-06,0.000146580607977691,0.000121631677164621,"Smchd1/Cgas/Polq/Parpbp/Rmi2/Trp53bp1",6
"GO:0071156","BP","GO:0071156","regulation of cell cycle arrest","10/602","60/23210",3.00084443238261e-06,0.000150924822922772,0.000125236479716773,"Foxm1/Bin1/Uhrf2/Pidd1/Chek2/Pml/Insm1/Ccnd1/Sox4/Ptprv",10
"GO:2000780","BP","GO:2000780","negative regulation of double-strand break repair","7/602","26/23210",3.26622182246186e-06,0.000162361608035168,0.000134726652897141,"Hsf1/Smchd1/Cgas/Polq/Parpbp/Rmi2/Trp53bp1",7
"GO:0045910","BP","GO:0045910","negative regulation of DNA recombination","9/602","48/23210",3.40293468838895e-06,0.000167213170032906,0.000138752448879259,"Msh6/Smchd1/Cgas/Polq/Parpbp/Zranb3/Rmi2/Trp53bp1/Ankle1",9
"GO:0002200","BP","GO:0002200","somatic diversification of immune receptors","11/602","75/23210",3.55175744833059e-06,0.000172542762404696,0.000143174911493709,"Msh6/Cd40/Xrcc6/Prkdc/Aplf/Polq/Atm/Dcaf1/Trp53bp1/Nsd2/Rag1",11
"GO:0045738","BP","GO:0045738","negative regulation of DNA repair","7/602","27/23210",4.31110121054312e-06,0.000207078176124403,0.000171832183081376,"Hsf1/Smchd1/Cgas/Polq/Parpbp/Rmi2/Trp53bp1",7
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","18/602","198/23210",4.45359057401505e-06,0.000211545552265715,0.00017553918402843,"Msh6/Tex15/Chtf18/Top2a/Hsf1/Bub1/Rad54l/Plk1/Cdc25a/Aspm/Fancd2/Atm/Brip1/Ncaph/Ttk/Eme1/Espl1/Rad54b",18
"GO:1905818","BP","GO:1905818","regulation of chromosome separation","10/602","64/23210",5.49345756253482e-06,0.000258071770108092,0.00021414635032669,"Cdc6/Cep192/Bub1/Cit/Plk1/Atm/Ttk/Cenpe/Numa1/Spdl1",10
"GO:0000086","BP","GO:0000086","G2/M transition of mitotic cell cycle","13/602","110/23210",5.60841291570043e-06,0.000259453732768324,0.000215293094350078,"Foxm1/Cdc6/Cdc7/Cit/Chek2/Mbd4/Plk1/Chek1/Cdc25a/Atm/Kif14/Ticrr/Ccnd1",13
"GO:0007088","BP","GO:0007088","regulation of mitotic nuclear division","16/602","163/23210",5.64425664267934e-06,0.000259453732768324,0.000215293094350078,"Ube2c/Kif11/Cdc6/Cep192/Nusap1/Bub1/Il1b/Cit/Plk1/Mki67/Chek1/Atm/Ttk/Cenpe/Numa1/Spdl1",16
"GO:0031571","BP","GO:0031571","mitotic G1 DNA damage checkpoint","6/602","19/23210",6.04065763116981e-06,0.000274721397587776,0.000227962107693642,"Prkdc/Pidd1/Pml/Ccnd1/Sox4/Ptprv",6
"GO:0043122","BP","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","16/602","165/23210",6.60358056287592e-06,0.000297161125329416,0.000246582454259189,"Cd74/Btrc/Pidd1/Jmjd8/Casp8/Stat1/Traf5/Il1rn/Il1b/Rhoh/Tlr3/Nfkbid/Prkce/Tlr9/Tifa/Tnfrsf19",16
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","18/602","205/23210",7.23911513901715e-06,0.000319223503661764,0.000264889678630999,"Cd40/Irf1/Havcr2/Rsad2/Cd74/Irf7/Il1b/Aplf/Tnfsf13b/Dpp4/Nfkbid/H2-DMa/Trp53bp1/H2-T24/Nsd2/B2m/H2-K1/H2-Ab1",18
"GO:0006270","BP","GO:0006270","DNA replication initiation","7/602","29/23210",7.24319996612658e-06,0.000319223503661764,0.000264889678630999,"Mcm2/Mcm5/Pola1/Cdc6/Mcm10/Mcm8/Ticrr",7
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","14/602","130/23210",7.40594244183718e-06,0.000323065346314836,0.000268077615778639,"Pcnt/Kif11/Kifc5b/Cep192/Nusap1/Chek2/Tacc2/Plk1/Kif23/Wdr62/Spice1/Cenpe/Numa1/Spdl1",14
"GO:0072431","BP","GO:0072431","signal transduction involved in mitotic G1 DNA damage checkpoint","5/602","12/23210",7.86175952164375e-06,0.00033609021955027,0.000278885574609889,"Prkdc/Pidd1/Pml/Sox4/Ptprv",5
"GO:1902400","BP","GO:1902400","intracellular signal transduction involved in G1 DNA damage checkpoint","5/602","12/23210",7.86175952164375e-06,0.00033609021955027,0.000278885574609889,"Prkdc/Pidd1/Pml/Sox4/Ptprv",5
"GO:0048525","BP","GO:0048525","negative regulation of viral process","12/602","97/23210",7.95678585912548e-06,0.000336784747997638,0.000279461889997425,"Rsad2/Eif2ak2/Stat1/Fcnb/Oasl2/Trim21/Isg15/Pml/Oasl1/Bst2/Oas1a/Oas1g",12
"GO:0002562","BP","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","10/602","67/23210",8.38834683711909e-06,0.000343653837840234,0.000285161818041635,"Msh6/Cd40/Xrcc6/Prkdc/Aplf/Atm/Dcaf1/Trp53bp1/Nsd2/Rag1",10
"GO:0016444","BP","GO:0016444","somatic cell DNA recombination","10/602","67/23210",8.38834683711909e-06,0.000343653837840234,0.000285161818041635,"Msh6/Cd40/Xrcc6/Prkdc/Aplf/Atm/Dcaf1/Trp53bp1/Nsd2/Rag1",10
"GO:0044783","BP","GO:0044783","G1 DNA damage checkpoint","6/602","20/23210",8.44062057853207e-06,0.000343653837840234,0.000285161818041635,"Prkdc/Pidd1/Pml/Ccnd1/Sox4/Ptprv",6
"GO:0044819","BP","GO:0044819","mitotic G1/S transition checkpoint","6/602","20/23210",8.44062057853207e-06,0.000343653837840234,0.000285161818041635,"Prkdc/Pidd1/Pml/Ccnd1/Sox4/Ptprv",6
"GO:1903901","BP","GO:1903901","negative regulation of viral life cycle","11/602","82/23210",8.61975880174582e-06,0.000347414364285328,0.000288282279505462,"Rsad2/Eif2ak2/Fcnb/Oasl2/Trim21/Isg15/Pml/Oasl1/Bst2/Oas1a/Oas1g",11
"GO:0051321","BP","GO:0051321","meiotic cell cycle","23/602","314/23210",8.756864650145e-06,0.000347414364285328,0.000288282279505462,"Msh6/Tex15/Chtf18/Top2a/Mettl3/Hsf1/Bub1/Rad54l/Plk1/Mki67/Mns1/Cdc25a/Aspm/Fancd2/Atm/Brip1/Ncaph/Ttk/Eme1/Rbbp8/H2afx/Espl1/Rad54b",23
"GO:0031577","BP","GO:0031577","spindle checkpoint","8/602","41/23210",8.77678393983987e-06,0.000347414364285328,0.000288282279505462,"Hsf1/Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",8
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","27/602","407/23210",9.29647463899844e-06,0.000364609441116682,0.000302550647353209,"Med1/Irf1/Mettl3/Vegfa/Eif2ak2/Cd74/Casp8/Stat1/Il1b/Zbtb46/Tesc/Il15/Ets1/Lmo2/Senp1/Fancd2/Isg15/H2-Aa/Nfkbid/H2-DMa/Tlr9/Ankle1/Slamf8/B2m/Rag1/Il1rl2/Cd101",27
"GO:0061982","BP","GO:0061982","meiosis I cell cycle process","13/602","116/23210",1.01013507344524e-05,0.000392575221725307,0.000325756478230664,"Msh6/Tex15/Chtf18/Top2a/Rad54l/Plk1/Cdc25a/Fancd2/Atm/Brip1/Eme1/Espl1/Rad54b",13
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","16/602","171/23210",1.04157403784645e-05,0.000401146757819242,0.00033286908558962,"Pole/Klf11/Prkdc/Pidd1/Iqgap3/Ezh2/Cdc25a/Usp37/Pml/Cables1/Rbbp8/Kif14/Haspin/Ccnd1/Sox4/Ptprv",16
"GO:0033047","BP","GO:0033047","regulation of mitotic sister chromatid segregation","10/602","69/23210",1.09794559529177e-05,0.000419081912488599,0.000347751565426058,"Cdc6/Cep192/Bub1/Cit/Plk1/Atm/Ttk/Cenpe/Numa1/Spdl1",10
"GO:0044403","BP","GO:0044403","symbiotic process","24/602","343/23210",1.20929592883335e-05,0.0004568355304393,0.000379079282876071,"Rsad2/Top2a/Igf2r/Eif2ak2/Cd74/Stat1/Fcnb/Zbp1/Gbp2/Oasl2/Trim30a/Trim21/Isg15/Pml/Gbp7/Dcaf1/Oasl1/Bst2/Irgm1/Atg16l2/Oas1a/Oas1g/Irgm2/Gbp6",24
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","13/602","118/23210",1.21822808117147e-05,0.0004568355304393,0.000379079282876071,"Med1/Mettl3/Cd74/Irf7/Ifih1/Il1rn/Zbp1/Stap1/Gfi1/Parp14/Irgm1/Irgm2/Nlrc5",13
"GO:0007249","BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","17/602","193/23210",1.23965507102371e-05,0.000460828298141421,0.000382392456691066,"Irf1/Cd74/Btrc/Pidd1/Jmjd8/Casp8/Stat1/Traf5/Il1rn/Il1b/Rhoh/Tlr3/Nfkbid/Prkce/Tlr9/Tifa/Tnfrsf19",17
"GO:2001021","BP","GO:2001021","negative regulation of response to DNA damage stimulus","10/602","70/23210",1.25153781227352e-05,0.000461234840299077,0.000382729802845894,"Hsf1/Smchd1/Cd74/Chek2/Cgas/Polq/Parpbp/Rmi2/Trp53bp1/Xrcc1",10
"GO:0007050","BP","GO:0007050","cell cycle arrest","14/602","138/23210",1.47670028230166e-05,0.000537428206416093,0.00044595458433296,"Foxm1/Irf1/Prr11/Bin1/Uhrf2/Pidd1/Chek2/Atm/Pml/Wdr6/Insm1/Ccnd1/Sox4/Ptprv",14
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","9/602","57/23210",1.48342756390875e-05,0.000537428206416093,0.00044595458433296,"Cdc6/Cep192/Bub1/Cit/Plk1/Atm/Ttk/Cenpe/Spdl1",9
"GO:0010569","BP","GO:0010569","regulation of double-strand break repair via homologous recombination","8/602","44/23210",1.52035526811401e-05,0.00054617804799894,0.000453215148478037,"Tex15/Smchd1/Chek1/Cgas/Polq/Parpbp/Rmi2/Trp53bp1",8
"GO:0016569","BP","GO:0016569","covalent chromatin modification","28/602","444/23210",1.62127596572586e-05,0.000577579562789839,0.000479271930218962,"Uhrf1/Kmt2a/Brd8/Dnmt1/Rbm14/Pax5/Ncor1/Dnmt3a/Paxbp1/Vegfa/Hells/Kdm5c/Gfi1/Ezh2/Chek1/Atm/Pml/Dcaf1/Mettl8/Tet1/Kmt2d/Haspin/Usp21/Nsd2/Kmt5c/Rag1/Dot1l/Hdac10",28
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","9/602","58/23210",1.71593038153536e-05,0.000606248130666418,0.000503060929601927,"Cdc6/Cep192/Bub1/Cit/Plk1/Atm/Ttk/Cenpe/Spdl1",9
"GO:0007052","BP","GO:0007052","mitotic spindle organization","12/602","105/23210",1.80518190930283e-05,0.000629731464133009,0.000522547253709632,"Pcnt/Kif11/Kifc5b/Cep192/Chek2/Tacc2/Plk1/Kif23/Wdr62/Spice1/Cenpe/Numa1",12
"GO:0032467","BP","GO:0032467","positive regulation of cytokinesis","7/602","33/23210",1.81185894943532e-05,0.000629731464133009,0.000522547253709632,"Cdc6/Ect2/Cit/Kif23/Kif14/Prkce/Cspp1",7
"GO:0140013","BP","GO:0140013","meiotic nuclear division","16/602","179/23210",1.84985393673221e-05,0.00063775206286534,0.00052920269667127,"Tex15/Chtf18/Top2a/Hsf1/Bub1/Rad54l/Plk1/Aspm/Fancd2/Atm/Brip1/Ncaph/Ttk/Eme1/Espl1/Rad54b",16
"GO:0042770","BP","GO:0042770","signal transduction in response to DNA damage","11/602","90/23210",2.12452164149401e-05,0.00072658640139095,0.000602916878470299,"Foxm1/Prkdc/Cd74/Pidd1/Chek2/Plk1/Chek1/Atm/Pml/Sox4/Ptprv",11
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","9/602","60/23210",2.2749564500448e-05,0.000771860224122343,0.000640484815091978,"Cdc6/Cep192/Bub1/Cit/Plk1/Atm/Ttk/Cenpe/Spdl1",9
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","19/602","245/23210",2.38486941466131e-05,0.000802780846273787,0.000666142555110536,"Foxm1/Dnmt1/Cd40/Chtf18/Dscc1/Hsf1/Prkdc/Vegfa/Smchd1/Cdc7/Aplf/Atm/Ddx11/Pml/Trp53bp1/Chtf8/Xrcc1/Nsd2/Hdac10",19
"GO:0001959","BP","GO:0001959","regulation of cytokine-mediated signaling pathway","12/602","108/23210",2.40398863848285e-05,0.000802894642930796,0.000666236982869014,"Med1/Mettl3/Cd74/Irf7/Il1rn/Zbp1/Stap1/Gfi1/Parp14/Irgm1/Irgm2/Nlrc5",12
"GO:0050792","BP","GO:0050792","regulation of viral process","16/602","183/23210",2.43281116290709e-05,0.000806222303986653,0.000668998255324105,"Rsad2/Top2a/Igf2r/Eif2ak2/Cd74/Stat1/Fcnb/Oasl2/Trim30a/Trim21/Isg15/Pml/Oasl1/Bst2/Oas1a/Oas1g",16
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","14/602","145/23210",2.58801670503449e-05,0.000851059339540189,0.000706203748661234,"Rsad2/Top2a/Eif2ak2/Cd74/Fcnb/Oasl2/Trim30a/Trim21/Isg15/Pml/Oasl1/Bst2/Oas1a/Oas1g",14
"GO:0035455","BP","GO:0035455","response to interferon-alpha","6/602","24/23210",2.68299947795531e-05,0.000871897774453856,0.000723495352393843,"Eif2ak2/Ifit1/Ifit2/Bst2/Ifi204/Ifit3",6
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition","13/602","127/23210",2.69396701125326e-05,0.000871897774453856,0.000723495352393843,"Foxm1/Cdc6/Cdc7/Cit/Chek2/Mbd4/Plk1/Chek1/Cdc25a/Atm/Kif14/Ticrr/Ccnd1",13
"GO:0044843","BP","GO:0044843","cell cycle G1/S phase transition","16/602","185/23210",2.78120318267657e-05,0.000871897774453856,0.000723495352393843,"Pole/Klf11/Prkdc/Pidd1/Iqgap3/Ezh2/Cdc25a/Usp37/Pml/Cables1/Rbbp8/Kif14/Haspin/Ccnd1/Sox4/Ptprv",16
"GO:0033151","BP","GO:0033151","V(D)J recombination","5/602","15/23210",2.79415193216791e-05,0.000871897774453856,0.000723495352393843,"Xrcc6/Prkdc/Atm/Dcaf1/Rag1",5
"GO:0060330","BP","GO:0060330","regulation of response to interferon-gamma","5/602","15/23210",2.79415193216791e-05,0.000871897774453856,0.000723495352393843,"Med1/Parp14/Irgm1/Irgm2/Nlrc5",5
"GO:0060334","BP","GO:0060334","regulation of interferon-gamma-mediated signaling pathway","5/602","15/23210",2.79415193216791e-05,0.000871897774453856,0.000723495352393843,"Med1/Parp14/Irgm1/Irgm2/Nlrc5",5
"GO:0060700","BP","GO:0060700","regulation of ribonuclease activity","5/602","15/23210",2.79415193216791e-05,0.000871897774453856,0.000723495352393843,"Oasl2/Oas2/Oasl1/Oas1a/Oas1g",5
"GO:0019882","BP","GO:0019882","antigen processing and presentation","12/602","110/23210",2.89318136019846e-05,0.000896257269191914,0.000743708709677255,"Cd74/H2-Aa/Tap1/H2-DMb2/H2-DMa/H2-Ob/H2-T24/H2-Eb1/B2m/H2-K1/H2-Ab1/H2-DMb1",12
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","9/602","62/23210",2.98150714277161e-05,0.00091697431908983,0.00076089958887848,"Cdc6/Cep192/Bub1/Cit/Plk1/Atm/Ttk/Cenpe/Spdl1",9
"GO:0002821","BP","GO:0002821","positive regulation of adaptive immune response","14/602","147/23210",3.01764105720563e-05,0.000921458251396719,0.000764620328028795,"Cd40/Irf1/Rsad2/Cd74/Il1b/Tnfsf13b/Nfkbid/H2-DMa/Trp53bp1/H2-T24/Nsd2/B2m/H2-K1/H2-Ab1",14
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","26/602","411/23210",3.06502972097522e-05,0.00092929092604036,0.000771119832750018,"Egfl6/Irf1/Havcr2/Vegfa/Cd74/Il1b/Epb41l4b/Ptpru/Hsph1/Ret/Tnfsf13b/Il15/Ets1/Emid1/Atm/Dbn1/Dpp4/Ptpn23/H2-Aa/Nfkbid/H2-DMa/Prkce/Rasal3/Rag1/Il1rl2/H2-Ab1",26
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","15/602","167/23210",3.16745806885469e-05,0.000953583327067168,0.000791277516088977,"Pola1/Pole/Chtf18/Pole2/Dscc1/Vegfa/Tk1/Pold3/Chek1/Atm/Pml/Pold1/Pif1/Chtf8/Lig1",15
"GO:0002700","BP","GO:0002700","regulation of production of molecular mediator of immune response","14/602","148/23210",3.25502499674868e-05,0.000969169705470005,0.000804210995982497,"Vpreb3/Cd40/Rsad2/Prkdc/Cd74/Il1b/Aplf/Siglecg/Tlr3/Cgas/Trp53bp1/Tlr9/Nsd2/B2m",14
"GO:1903708","BP","GO:1903708","positive regulation of hemopoiesis","17/602","208/23210",3.26457163947791e-05,0.000969169705470005,0.000804210995982497,"Med1/Irf1/Cd74/Casp8/Stat1/Il1b/Zbtb46/Tesc/Il15/Ets1/Isg15/H2-Aa/Nfkbid/H2-DMa/Rag1/Il1rl2/Cd101",17
"GO:0002764","BP","GO:0002764","immune response-regulating signaling pathway","28/602","463/23210",3.43378189992022e-05,0.00100543956316157,0.000834307498394459,"Cd79a/Blk/Cd40/Irf1/Havcr2/Rsad2/Acod1/Gcsam/Ms4a1/Irf7/Fcnb/Ifih1/Pde4b/Stap1/Gfi1/Cd19/Trim30a/Tlr3/Nfkbid/Ddx60/Cd79b/Prkce/Tlr9/Wnk1/Tifa/Tlr11/Irgm2/Igll1",28
"GO:0044270","BP","GO:0044270","cellular nitrogen compound catabolic process","28/602","463/23210",3.43378189992022e-05,0.00100543956316157,0.000834307498394459,"Mov10/Ncor1/Pfkl/Ogdh/Nbas/Mettl3/Hsf1/Noct/Vegfa/Enpp4/Dnase1l3/Jmjd8/Hk3/Hdc/Helz2/Rbm10/Dcps/Oas2/Prr5l/Atm/Tut4/Slfn8/Rbm24/Elavl1/Tet1/Tnrc6b/Lin28a/Zhx2",28
"GO:0030183","BP","GO:0030183","B cell differentiation","14/602","149/23210",3.50863284460456e-05,0.00102036771501255,0.000846694785987638,"Bcl11a/Cd79a/Prkdc/Ms4a1/Cd19/Atm/Dcaf1/Cd79b/Tlr9/Irf2bp2/Slamf8/Gon4l/Rag1/H2-Ab1",14
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","16/602","189/23210",3.61294008763684e-05,0.00104360262666537,0.000865974971218788,"Cd40/Irf1/Havcr2/Rsad2/Il1b/Aplf/Tnfsf13b/Dpp4/Nfkbid/H2-DMa/Trp53bp1/H2-T24/Nsd2/B2m/H2-K1/H2-Ab1",16
"GO:0098727","BP","GO:0098727","maintenance of cell number","15/602","169/23210",3.63991093947969e-05,0.00104433686350843,0.000866584236386192,"Mettl3/Nfya/Vangl2/Ezh2/Aspm/Fancd2/Tut4/Wdr62/Elavl1/Tet1/Lin28a/Zhx2/Sox4/Erdr1/Panct2",15
"GO:0032465","BP","GO:0032465","regulation of cytokinesis","10/602","79/23210",3.68882234713368e-05,0.00104435202211897,0.000866596814906972,"Cdc6/Ect2/Cit/Plk1/Kif23/Ccp110/Prc1/Kif14/Prkce/Cspp1",10
"GO:0051781","BP","GO:0051781","positive regulation of cell division","10/602","79/23210",3.68882234713368e-05,0.00104435202211897,0.000866596814906972,"Cdc6/Vegfa/Vegfb/Il1b/Ect2/Cit/Kif23/Kif14/Prkce/Cspp1",10
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint","7/602","37/23210",3.99109724090037e-05,0.00110089883924705,0.000913519012191456,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint","7/602","37/23210",3.99109724090037e-05,0.00110089883924705,0.000913519012191456,"Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",7
"GO:0010332","BP","GO:0010332","response to gamma radiation","8/602","50/23210",4.01731506251554e-05,0.00110089883924705,0.000913519012191456,"Xrcc6/Hsf1/Prkdc/Chek2/Fancd2/Atm/Pml/H2afx",8
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","8/602","50/23210",4.01731506251554e-05,0.00110089883924705,0.000913519012191456,"Chtf18/Cep192/Bub1/Plk1/Atm/Ttk/Cenpe/Spdl1",8
"GO:0090329","BP","GO:0090329","regulation of DNA-dependent DNA replication","8/602","50/23210",4.01731506251554e-05,0.00110089883924705,0.000913519012191456,"Msh6/Chtf18/Dscc1/Cdc7/Chek2/Zranb3/Ticrr/Chtf8",8
"GO:0046700","BP","GO:0046700","heterocycle catabolic process","28/602","469/23210",4.30630616098953e-05,0.00116723228486784,0.000968562092952818,"Mov10/Ncor1/Pfkl/Ogdh/Nbas/Mettl3/Hsf1/Noct/Vegfa/Enpp4/Dnase1l3/Jmjd8/Hk3/Hdc/Helz2/Rbm10/Dcps/Oas2/Prr5l/Atm/Tut4/Slfn8/Rbm24/Elavl1/Tet1/Tnrc6b/Lin28a/Zhx2",28
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation","11/602","97/23210",4.31398131015484e-05,0.00116723228486784,0.000968562092952818,"Tex15/Top2a/Bub1/Plk1/Fancd2/Atm/Brip1/Ncaph/Ttk/Eme1/Espl1",11
"GO:0006284","BP","GO:0006284","base-excision repair","7/602","38/23210",4.78368852139219e-05,0.00128618040433658,0.00106726450295211,"Pole/Apex2/Polq/Pold1/Neil3/Xrcc1/Lig1",7
"GO:0051783","BP","GO:0051783","regulation of nuclear division","16/602","195/23210",5.27274487080938e-05,0.00140881152016938,0.00116902304043603,"Ube2c/Kif11/Cdc6/Cep192/Nusap1/Bub1/Il1b/Cit/Plk1/Mki67/Chek1/Atm/Ttk/Cenpe/Numa1/Spdl1",16
"GO:0034655","BP","GO:0034655","nucleobase-containing compound catabolic process","26/602","425/23210",5.3671804616757e-05,0.00141576698809252,0.00117479464447443,"Mov10/Ncor1/Pfkl/Ogdh/Nbas/Mettl3/Hsf1/Noct/Vegfa/Enpp4/Dnase1l3/Jmjd8/Hk3/Helz2/Rbm10/Dcps/Oas2/Prr5l/Atm/Tut4/Slfn8/Rbm24/Elavl1/Tnrc6b/Lin28a/Zhx2",26
"GO:0006401","BP","GO:0006401","RNA catabolic process","18/602","238/23210",5.38663395419706e-05,0.00141576698809252,0.00117479464447443,"Mov10/Nbas/Mettl3/Noct/Vegfa/Helz2/Rbm10/Dcps/Oas2/Prr5l/Atm/Tut4/Slfn8/Rbm24/Elavl1/Tnrc6b/Lin28a/Zhx2",18
