"","T1_L1","T1_L2","T1_L3","T2_N","T2_R1","T2_R3","T3_L4","T3_R2","T3_R4","SYMBOL"
"ENSMUSG00000032565",154.866258568582,142.040126263515,172.966517530213,171.184259893485,195.238398861331,213.415021958909,363.377623491192,318.806419248086,255.158698362201,"Nudt16"
"ENSMUSG00000032566",0,0,0,0,0,0,0,0,0,"Nudt16l2"
"ENSMUSG00000032567",93.7625647115906,104.282624345365,91.6208780976872,98.9311631851958,92.7652060888091,86.4330838933583,103.060646271341,111.445223920534,109.510170970902,"Aste1"
"ENSMUSG00000032570",2036.4386245787,1860.00646353932,2269.11520522309,2369.90157203188,2333.15279965226,1788.41788401566,2557.85862599301,1492.63521218158,1583.51707223924,"Atp2c1"
"ENSMUSG00000032571",563.628900232595,613.109912099475,548.86899869736,559.127809911837,483.242003811471,548.476606434397,571.275823728207,545.350808857042,479.65454885255,"Pik3r4"
"ENSMUSG00000032572",26.3377990762895,16.1817865363498,13.7003182202149,47.7982024377912,55.0119245410379,32.0122532938364,67.5224923846714,129.714932759966,88.7032384864305,"Col6a4"
"ENSMUSG00000032575",1172.55881487641,1048.2201722991,1135.41387250031,1118.25561982367,1174.66638872922,1159.91064434667,1178.08980134308,1383.93044458697,1391.87427304016,"Manf"
"ENSMUSG00000032577",4731.32222606464,5179.07067977284,4497.98572567431,4437.45172399215,4498.03383012016,5596.8089508724,4618.18309757266,4557.37886999628,3855.85311988545,"Mapkapk3"
"ENSMUSG00000032578",10.5351196305158,19.7777390999831,16.2691278865052,42.240271921769,97.0798668371258,24.5427275252746,11.5499000131675,25.5775923752046,15.3314239359263,"Cish"
"ENSMUSG00000032579",111.672268083467,135.747209277157,131.009292980805,123.386057455694,119.731835765788,148.323440261442,133.268077075009,96.829456848989,91.9885436155575,"Hemk1"
"ENSMUSG00000032580",1946.89010771932,1895.06700103474,2132.11202302095,1825.2243814617,2081.82381106281,1756.40563072182,2118.96242549265,1505.42400836919,1429.10773117027,"Rbm5"
"ENSMUSG00000032582",1304.24781025786,1410.51239308516,1441.95849267762,1170.50016667428,1211.34100508991,1221.80100071476,854.692600974393,802.04021805106,890.317689993432,"Rbm6"
"ENSMUSG00000032583",268.645550578153,319.140790022454,361.345893058168,349.038036406196,375.375485103553,260.36632678987,412.242585085362,253.948952868103,271.585224007836,"Mon1a"
"ENSMUSG00000032584",9.48160766746421,5.39392884544993,0.856269888763432,2.22317220640889,10.7866518707918,0,2.66536154150019,3.65394176788638,108.415069261193,"Mst1r"
"ENSMUSG00000032586",566.78943612175,588.837232294951,543.731379364779,562.46256822145,488.635329746866,669.056093841181,426.45784664003,685.114081478696,492.795769369058,"Traip"
"ENSMUSG00000032589",602.608842865503,636.483603763092,530.887331033328,404.617341566419,453.039378573254,733.080600428854,579.271908352707,716.17258650573,458.847616368079,"Bsn"
"ENSMUSG00000032590",1300.03376240565,1291.84595848526,1185.07752604859,1200.5129914608,1312.73553267536,1306.09993438853,1149.65927823375,925.360752717225,971.355216511899,"Apeh"
"ENSMUSG00000032591",26.3377990762895,24.2726798045247,16.2691278865052,26.6780664769067,60.4052504764338,32.0122532938364,22.2113461791682,28.3180487011194,20.8069324844713,"Mst1"
"ENSMUSG00000032593",91.6555407854874,86.3028615271989,104.464926429139,138.948262900556,102.473192772522,147.256365151648,91.5107462581731,88.6080878712446,76.6571196796313,"Amigo3"
"ENSMUSG00000032594",988.194221342381,880.109389949247,1055.78077284531,1072.68058959229,1102.39582119492,707.470797793785,1013.72583961724,904.350587551878,889.222588283723,"Ip6k1"
"ENSMUSG00000032595",1.05351196305158,1.79797628181664,2.5688096662903,6.66951661922668,5.39332593539588,0,0,0,1.09510170970902,"Cdhr4"
"ENSMUSG00000032596",1024.01362808613,891.796235781055,1018.10489773972,1018.21287053527,1293.31955930793,780.031905259814,807.604547074557,446.69438112411,416.138649689427,"Uba7"
"ENSMUSG00000032598",141.170603048912,150.13101953169,149.847230533601,128.943987971716,145.619800255689,156.860041139798,134.156530922176,115.099165688421,229.971359038894,"Nckipsd"
"ENSMUSG00000032599",453.010144112179,424.322402508728,407.584467051394,429.072235836916,445.488722263699,401.22024128275,574.829639116874,372.70206032441,335.10112317096,"Ip6k2"
"ENSMUSG00000032601",2321.94036656568,2408.38922949339,2043.91622447831,1886.36161713795,1692.42567852723,2225.91867903143,1828.43801746913,1021.27672412424,1968.99287405681,"Prkar2a"
"ENSMUSG00000032602",493.043598708139,505.231335190477,607.095351133273,645.831525961784,753.986965768344,610.366962802481,641.463677654378,259.429865519933,396.426818914665,"Slc25a20"
"ENSMUSG00000032604",2758.09431926903,2941.48919705203,2663.85562394304,2575.5450011247,2692.34830694962,3226.83513201871,2898.13644945787,2856.46897704518,3268.87860348142,"Qars"
"ENSMUSG00000032606",15.8026794457737,26.9696442272497,23.9755568853761,18.8969637544756,23.7306341157419,17.0732017567128,17.7690769433346,12.7887961876023,28.4726444524345,"Nicn1"
"ENSMUSG00000032607",12.642143556619,11.6868458318082,17.1253977752686,21.1201359608845,20.4946385545043,10.6707510979455,19.545984637668,37.4529031208354,25.1873393233074,"Amt"
"ENSMUSG00000032609",24.2307751501863,37.7575019181495,18.8379375527955,21.1201359608845,26.9666296769794,38.4147039526037,24.8767077206684,27.4045632591478,26.2824410330164,"Klhdc8b"
"ENSMUSG00000032611",14.7491674827221,5.39392884544993,11.987778442688,11.1158610320445,16.1799778061876,6.40245065876728,6.2191769301671,6.39439809380116,2.19020341941804,"1700102P08Rik"
"ENSMUSG00000032612",2091.22124665738,2190.83409939358,2277.67790411073,2551.09010685421,2475.53660434671,2055.1866614643,2588.95451064385,2143.95033230733,1983.22919628303,"Usp4"
"ENSMUSG00000032615",141.170603048912,160.91887722259,142.997071423493,128.943987971716,140.226474320293,199.54304553158,223.001915638849,232.938787702757,221.210545361222,"Nt5m"
"ENSMUSG00000032621",1402.22442282165,1420.40126263515,1396.57618857316,1191.62030263517,1141.22776792977,1615.55171622894,1154.99000131675,1044.11386017353,1107.14782851582,"Srek1"
"ENSMUSG00000032623",0,0,0,0,0,0,0,0,1.09510170970902,"Oas1d"
"ENSMUSG00000032624",1675.08402125201,1718.86532541671,1765.6285106302,1353.91187370302,1311.65686748828,1577.13701227634,1059.03698582274,1702.73686383505,1379.82815423336,"Eml4"
"ENSMUSG00000032625",0,0,0,0,0,0,0,2.74045632591478,0,"Thsd7a"
"ENSMUSG00000032633",833.327962773799,822.574148931114,875.107826316227,678.067522954712,804.684229561065,797.105107016527,663.675023833546,639.439809380116,731.527942085624,"Flcn"
"ENSMUSG00000032637",4917.79384352477,4931.84894102305,5224.95886123446,5188.88392975836,5332.92068491944,5333.24139875315,4297.45125874547,4117.99237240795,3124.32517779983,"Atxn2l"
"ENSMUSG00000032640",790.133972288684,854.038733862906,863.976317762303,1028.21714546411,1084.05851301457,709.604948013374,563.279739103706,779.20308200177,770.951603635149,"Chsy1"
"ENSMUSG00000032641",54.7826220786821,80.0099445408406,59.0826223246768,52.244546850609,40.9892771090087,49.0854550505492,64.8571308431712,90.4350587551878,72.2767128407952,"Gpr19"
"ENSMUSG00000032643",757.475101434085,861.230638990172,744.954803224186,807.011510926428,666.61508561493,702.135422244812,753.408862397386,435.73255582045,392.046412075828,"Fhl3"
"ENSMUSG00000032648",28.4448230023926,32.3635730726996,37.675875105591,40.0170997153601,38.8319467348503,48.0183799407546,41.7573308168363,31.0585050270342,18.6167290650533,"Pygm"
"ENSMUSG00000032649",5.2675598152579,3.59595256363329,1.71253977752686,11.1158610320445,21.5733037415835,0,0,5.48091265182957,2.19020341941804,"Colgalt2"
"ENSMUSG00000032652",90.6020288224358,119.565422740807,144.70961120102,140.05984900376,155.327786939401,75.7623327954129,102.172192424174,106.877796710677,146.743629101008,"Crebl2"
"ENSMUSG00000032656",12.642143556619,12.5858339727165,6.85015911010745,8.89268882563557,18.337308180346,4.26830043917819,1.77690769433346,10.9618253036591,6.57061025825411,"March3"
"ENSMUSG00000032657",113.779292009571,108.777565049907,129.296753203278,198.973912473596,229.755684847864,138.719764273291,85.291569328006,158.946466903057,120.461188067992,"Fam189b"
"ENSMUSG00000032661",1992.19112213054,1735.04711195306,2787.15848792497,2433.26197991453,3081.7464394852,734.147675538649,1128.33638590175,447.607866566081,583.689211274907,"Oas3"
"ENSMUSG00000032666",77.9598852658169,89.8988140908322,65.9327814347842,111.158610320445,84.1358845921757,30.9451781840419,7.10763077733383,66.6844372639264,72.2767128407952,"1700025G04Rik"
"ENSMUSG00000032667",442.475024481663,472.867762117777,460.673200154726,516.887537990068,621.311147757605,510.061902481794,712.539985427717,656.796032777576,730.432840375915,"Pon2"
"ENSMUSG00000032671",1.05351196305158,1.79797628181664,0.856269888763432,0,0,3.20122532938364,7.10763077733383,1.82697088394319,2.19020341941804,"A930018P22Rik"
"ENSMUSG00000032673",154.866258568582,169.009770490764,174.67905730774,180.07694871912,139.147809133214,185.671069104251,189.240669446513,152.552068809256,217.925240232095,"Prorsd1"
"ENSMUSG00000032679",4.21404785220632,7.19190512726657,5.13761933258059,12.2274471352489,5.39332593539588,10.6707510979455,95.06456164684,23.7506214912614,67.8963060019591,"Cd59a"
"ENSMUSG00000032680",0,0,0,0,0,0,0,0,0,"6820408C15Rik"
"ENSMUSG00000032688",1011.37148452952,962.816298912813,1012.11100851838,1007.09700950323,895.292105275716,875.001590031529,849.361877891393,1020.36323868227,923.170741284702,"Malt1"
"ENSMUSG00000032690",1236.82304462255,797.402480985681,1436.82087334504,1248.31119389859,1769.01090680985,447.104471003915,431.78856972303,168.994806764745,201.498714586459,"Oas2"
"ENSMUSG00000032691",125.367923603138,144.73709068624,300.550730955965,486.874713203548,398.027454032216,71.4940323562347,119.052815520342,100.483398616875,233.256664168021,"Nlrp3"
"ENSMUSG00000032698",2214.48214633442,2237.58148272081,1968.56447426713,1871.91099779629,1993.37326572232,2167.22954799273,1399.3148092876,1457.00927994469,1369.97223884598,"Lmo2"
"ENSMUSG00000032702",0,0,2.5688096662903,3.33475830961334,0,0,0,0,0,"Kank1"
"ENSMUSG00000032705",382.424842587723,335.322576558804,366.483512390749,296.793489555587,358.116842110286,418.293443039463,368.708346574192,306.931108502456,286.916647943763,"Exd2"
"ENSMUSG00000032712",651.070393165876,625.695746072192,941.896877639775,994.86956236798,1120.73312937526,510.061902481794,934.653447219399,1024.01718045016,1146.57149006534,"Resf1"
"ENSMUSG00000032714",4.21404785220632,0.898988140908322,15.4128579977418,16.6737915480667,6.47199112247505,2.13415021958909,0,7.30788353577275,4.38040683883607,"Syde1"
"ENSMUSG00000032715",54.7826220786821,42.2524426226911,63.363971768494,53.3561329538134,74.4278979084631,66.1586568072619,100.39528472984,103.22385494279,58.040390614578,"Trib3"
"ENSMUSG00000032717",1.05351196305158,0.898988140908322,0,0,1.07866518707918,1.06707510979455,0,0,0,"Mdfi"
"ENSMUSG00000032718",7.37458374136105,4.49494070454161,6.85015911010745,13.3390332384534,12.9439822449501,6.40245065876728,3.55381538866692,3.65394176788638,1.09510170970902,"Mansc1"
"ENSMUSG00000032719",0,0.898988140908322,0,1.11158610320445,1.07866518707918,0,0,0,3.28530512912705,"Sbspon"
"ENSMUSG00000032724",405.602105774858,357.797280081512,420.428515382845,701.410831122006,581.400535835676,358.537236890968,691.217093095715,520.686701923809,342.766835138923,"Abtb2"
"ENSMUSG00000032725",0,0,0,0,0,0,0,0,0,"Folr2"
"ENSMUSG00000032726",28.4448230023926,22.474703522708,26.5443665516664,16.6737915480667,15.1013126191085,16.0061266469182,31.0958846508355,13.7022816295739,10.9510170970902,"Bmp8a"
"ENSMUSG00000032727",412.976689516219,424.322402508728,395.596688608706,401.282583256805,455.196708947412,360.671387110557,311.847300355522,394.625710931729,242.017477845693,"Mier3"
"ENSMUSG00000032733",16.8561914088253,20.6767272408914,31.681985884247,21.1201359608845,40.9892771090087,6.40245065876728,6.2191769301671,27.4045632591478,16.4265256456353,"Snx33"
"ENSMUSG00000032735",3.16053588915474,0.898988140908322,3.42507955505373,7.78110272243113,16.1799778061876,3.20122532938364,0,1.82697088394319,0,"Ablim3"
"ENSMUSG00000032737",109.565244157364,120.464410881715,131.009292980805,113.381782526854,97.0798668371258,58.6891310387001,1.77690769433346,76.7327771256139,56.9452889048689,"Inppl1"
"ENSMUSG00000032739",12.642143556619,17.9797628181664,21.4067472190858,12.2274471352489,8.6293214966334,16.0061266469182,23.099800026335,12.7887961876023,8.76081367767214,"Pram1"
"ENSMUSG00000032740",142.224115011963,101.58565992264,134.434372535859,110.04702421724,86.293214966334,72.5611074660292,34.6497000395024,135.195845411796,68.9914077116681,"Ccdc88a"
"ENSMUSG00000032741",1353.76287252128,1300.83583989434,1153.39554016434,969.303081994277,1086.21584338873,1301.83163394935,1361.11129385943,1409.50803696217,1299.8857294246,"Tpcn1"
"ENSMUSG00000032743",404.548593811806,377.575019181495,412.722086383974,359.042311335036,384.004806600186,337.195734695077,438.007746653197,344.384011623291,235.446867587439,"D430042O09Rik"
"ENSMUSG00000032744",4.21404785220632,4.49494070454161,11.987778442688,0,2.15733037415835,0,0,0,0,"Heyl"
"ENSMUSG00000032745",1630.83651880384,1572.33025844865,1648.31953586961,1659.59805208424,1390.39942614506,1421.34404624634,1417.9723400781,1441.48002743118,1670.03010730625,"Gpbp1"
"ENSMUSG00000032750",40.03345459596,27.868632368158,41.1009546606447,37.7939275089512,69.0345719730672,13.8719764273291,53.3072308300037,36.5394176788638,24.0922376135984,"Gab3"
"ENSMUSG00000032754",2655.90365885303,2337.36916636164,2233.15186989503,2389.91012188956,2258.72490174379,3071.04216598871,2817.2871493657,2464.58372243936,2116.83160486753,"Slc8b1"
"ENSMUSG00000032757",310.786029100216,355.999303799695,280.000253625642,336.810589270947,339.77953392994,384.147039526037,410.465677391029,358.999778694836,395.331717204956,"Bet1"
"ENSMUSG00000032758",0,0,0,0,0,0,0,0,0,"Kap"
"ENSMUSG00000032763",104.297684342106,88.1008378090155,101.896116762848,112.270196423649,113.259844643313,80.0306332345911,79.9608462450056,120.58007834025,235.446867587439,"Ilvbl"
"ENSMUSG00000032766",17.9097033718768,9.88886954999154,5.13761933258059,6.66951661922668,11.8653170578709,18.1402768665073,23.099800026335,23.7506214912614,17.5216273553443,"Gng11"
"ENSMUSG00000032769",0,0,0,0,0,0,0,0,0,"Trpa1"
"ENSMUSG00000032773",333.963292287351,296.666086499746,280.856523514406,314.578867206858,225.441024099548,263.567552119253,62.191769301671,118.753107456307,93.0836453252665,"Chrm1"
"ENSMUSG00000032776",203.327808868955,186.989533308931,331.376446951448,416.844788701667,290.160935324298,101.372135430482,377.59288504586,80.3867188935003,122.65139148741,"Mctp2"
"ENSMUSG00000032777",2302.97715123075,2200.72296894357,2096.14868769288,1754.08287085662,1808.92151873178,2251.52848166649,1580.55939410961,1839.75968013079,1536.42769872175,"Gtf3c1"
"ENSMUSG00000032782",210.702392610316,213.060189395272,252.599617185212,203.420256886414,262.11564046024,152.59174070062,137.710346310843,125.147505550108,123.746493197119,"Cntrob"
"ENSMUSG00000032783",421.404785220632,444.999129749619,427.278674492952,466.866163345868,435.780735579987,487.653325176108,283.416777246186,422.030274190877,387.666005236992,"Troap"
"ENSMUSG00000032786",2912.96057783762,3062.85259607465,2791.43983736879,3680.46158770992,3369.75004443534,3347.41461942549,3957.17343528061,3621.0562919754,2572.39391610648,"Alas1"
"ENSMUSG00000032788",594.180747161091,614.008900240384,476.942328041232,367.935000160672,496.185986056421,576.220559289056,305.628123425355,530.735041785496,593.545126662288,"Pdxk"
"ENSMUSG00000032796",0,0,0,0,2.15733037415835,0,0,0,0,"Lama1"
"ENSMUSG00000032802",13.6956555196705,6.29291698635825,5.13761933258059,17.7853776512711,15.1013126191085,9.60367598815093,7.99608462450056,23.7506214912614,22.9971359038894,"Srxn1"
"ENSMUSG00000032803",4743.96436962126,4698.11202438689,4652.11430565172,4169.55947311988,3970.56655363844,5206.2594606876,3776.81730430576,5143.83652374205,4970.66666036923,"Cdv3"
"ENSMUSG00000032806",222.291024203883,193.282450295289,186.666835750428,237.879426085752,183.37308180346,192.073519763019,196.348300223847,186.351030162205,202.593816296168,"Slc10a3"
"ENSMUSG00000032807",0,0,0,0,0,0,0,0,0,"Alox12b"
"ENSMUSG00000032808",0,0,0,0,0,0,0,0,0,"Cyp2c38"
"ENSMUSG00000032812",2148.11089266217,2121.61201254364,2307.64735021745,2511.07300713884,2604.97642679621,1818.29598708991,2838.6100416977,1693.60200941534,1703.97826030723,"Arap1"
"ENSMUSG00000032815",1920.55230864303,1895.06700103474,1840.98026084138,1595.12605809838,1511.20992709792,1635.82614331504,1456.17585550627,1310.85160922924,1296.60042429548,"Fanca"
"ENSMUSG00000032816",0,0.898988140908322,0,0,2.15733037415835,0,0,0.913485441971594,0,"Igdcc4"
"ENSMUSG00000032818",0,0,0.856269888763432,0,0,0,0,0,0,"Loxhd1"
"ENSMUSG00000032826",18.9632153349284,17.0807746772581,17.1253977752686,15.5622054448623,25.8879644899002,23.47565241548,58.6379539130041,138.849787179682,27.3775427427254,"Ank2"
"ENSMUSG00000032827",403.495081848755,398.251746422387,374.18994138962,217.870876228072,294.475596072615,419.360518149257,283.416777246186,270.391690823592,273.775427427254,"Ppp1r9a"
"ENSMUSG00000032834",670.033608500804,738.968251826641,718.410436672519,636.938837136148,563.06322765533,788.568506138171,497.534154413368,826.704324984293,883.747079735178,"Pwp2"
"ENSMUSG00000032839",0,0,0,2.22317220640889,2.15733037415835,2.13415021958909,0,1.82697088394319,0,"Trpc1"
"ENSMUSG00000032840",238.093703649657,242.726798045247,244.036918297578,330.141072651721,322.520890936673,193.140594872813,447.780738972031,304.190652176541,313.199088976779,"2410131K14Rik"
"ENSMUSG00000032841",52.675598152579,56.6362528772243,75.351750211182,155.622054448623,127.282492075343,19.2073519763019,2.66536154150019,14.6157670715455,18.6167290650533,"Prr5l"
"ENSMUSG00000032842",158.026794457737,158.221912799865,184.098026084138,184.523293131938,172.586429932668,155.792966030004,287.85904648202,147.984641599398,150.028934230135,"Abcc10"
"ENSMUSG00000032845",1.05351196305158,2.69696442272497,0,5.55793051602223,4.3146607483167,0,0,7.30788353577275,0,"Alpk2"
"ENSMUSG00000032846",133.796019307551,105.181612486274,163.547548753815,200.0854985768,268.587631582715,49.0854550505492,120.829723214675,74.9058062416707,62.420797453414,"Zswim6"
"ENSMUSG00000032849",2259.78316074564,2155.77356189816,1892.35645416718,1878.58051441551,1805.68552317054,2369.97381885369,1679.17777114512,1994.13871982399,1270.31798326246,"Abcc4"
"ENSMUSG00000032850",1.05351196305158,1.79797628181664,0,2.22317220640889,0,1.06707510979455,0,7.30788353577275,9.85591538738116,"Rnft2"
"ENSMUSG00000032852",0,0,0,1.11158610320445,0,0,0,0,0,"Rspo4"
"ENSMUSG00000032854",434.046928777251,348.807398672429,290.275492290803,436.853338559348,431.46607483167,796.038031906732,449.557646666365,870.551626198929,303.343173589398,"Ugt8a"
"ENSMUSG00000032855",978.712613674917,884.604330653789,1012.11100851838,828.131646887313,817.628211806015,900.611392666598,853.804147127226,886.080878712446,615.447160856468,"Pkd1"
"ENSMUSG00000032860",193.846201201491,192.383462154381,113.883895205536,274.561767491498,279.374283453506,353.201861341995,485.095800553034,532.562012669439,381.095394978738,"P2ry2"
"ENSMUSG00000032864",6.32107177830948,3.59595256363329,5.99388922134402,0,0,0,0,0,0,"Rag2"
"ENSMUSG00000032867",948.160766746421,934.947666544655,872.539016649937,862.590816086651,859.696154102103,1105.48981374715,1104.34813202824,1119.93315185717,880.461774606051,"Fbxw8"
"ENSMUSG00000032869",643.695809424515,703.008726190308,685.015911010745,643.608353755375,587.872526958151,836.586886078925,815.600631699057,719.826528273616,745.764264311841,"Psmf1"
"ENSMUSG00000032870",948.160766746421,932.25070212193,1410.27650679337,1578.45226655031,1737.72961638455,693.598821366456,1636.53198648111,1094.35555948197,1297.69552600519,"Smap2"
"ENSMUSG00000032872",3105.75326707606,2893.84282558389,3018.3513578911,3432.57788669533,3205.79293599931,2738.11473173281,3944.73508142028,2771.51483094182,2753.08569820847,"Cyb5r4"
"ENSMUSG00000032875",3.16053588915474,1.79797628181664,2.5688096662903,6.66951661922668,3.23599556123753,2.13415021958909,7.99608462450056,1.82697088394319,2.19020341941804,"Arhgef17"
"ENSMUSG00000032878",0,0,0,0,0,0,0,0,33.9481530009796,"Ccdc85a"
"ENSMUSG00000032883",218.076976351677,193.282450295289,184.954295972901,137.836676797351,111.102514269155,165.396642018155,182.133038669179,236.592729470643,294.582359911726,"Acsl3"
"ENSMUSG00000032890",8.42809570441263,8.98988140908322,3.42507955505373,12.2274471352489,11.8653170578709,8.53660087835638,7.99608462450056,12.7887961876023,12.0461188067992,"Rims3"
"ENSMUSG00000032892",0,0,0.856269888763432,0,1.07866518707918,0,0,0,0,"Rangrf"
"ENSMUSG00000032894",0,0,0,0,0,0,0,0,0,"1700031F05Rik"
"ENSMUSG00000032897",771.170756953756,819.877184508389,821.162823324131,784.779788862339,808.998890309382,791.769731467554,838.700431725392,822.136897774435,860.749943831288,"Nfyc"
"ENSMUSG00000032898",432.993416814199,459.382940004152,363.914702724458,340.145347580561,362.431502858603,417.226367929668,381.146700434527,625.737527750542,371.239479591357,"Fbxo21"
"ENSMUSG00000032899",0,0,3.42507955505373,13.3390332384534,10.7866518707918,1.06707510979455,0,7.30788353577275,1.09510170970902,"Styk1"
"ENSMUSG00000032900",3.16053588915474,0,0,0,0,0,0,0,0,"Tex43"
"ENSMUSG00000032902",2010.10082550241,2297.81368816167,2103.85511669175,1600.6839886144,1718.31364301713,2191.772275518,1432.18760163277,2062.65012797186,2449.74252461907,"Slc16a1"
"ENSMUSG00000032905",687.943311872681,621.20080536765,702.141308786014,752.54379186941,887.741448966161,770.428229271663,803.162277838723,704.297275760099,708.530806181735,"Atg12"
"ENSMUSG00000032908",2.10702392610316,0,9.41896877639775,4.44634441281779,7.55065630955423,6.40245065876728,0,14.6157670715455,3.28530512912705,"Sgpp2"
"ENSMUSG00000032911",0,0.898988140908322,0.856269888763432,0,1.07866518707918,0,0,1.82697088394319,193.833002618496,"Cspg4"
"ENSMUSG00000032913",288.662277876133,302.959003486104,286.85041273575,300.128247865201,284.767609388902,253.963876131102,254.986254136851,295.055797756825,239.827274426275,"Lrig2"
"ENSMUSG00000032915",38.9799426329084,28.7676205090663,41.1009546606447,76.6994411211068,84.1358845921757,28.8110279644528,11.5499000131675,59.3765537281536,18.6167290650533,"Adgre4"
"ENSMUSG00000032921",0,0,0,0,0,0,0,0,0,"Odf4"
"ENSMUSG00000032925",0,0,0,0,0,0,0,0,0,"Itgbl1"
"ENSMUSG00000032932",321.321148730732,329.928647713354,318.532398619997,291.235559039565,328.992882059148,260.36632678987,219.448100250182,280.440030685279,408.472937721464,"Hspa13"
"ENSMUSG00000032936",15.8026794457737,38.6564900590578,34.2507955505373,6.66951661922668,2.15733037415835,0,0,0,0,"Camkv"
"ENSMUSG00000032937",0,0,0,0,0,0,0,0,0,"Fshr"
"ENSMUSG00000032939",1478.07728416137,1646.94627414405,1428.2581744574,1240.53009117616,1270.66759037927,1589.94191359388,1027.94110117191,1405.85409519428,1258.27186445566,"Nup93"
"ENSMUSG00000032940",1.05351196305158,0.898988140908322,1.71253977752686,2.22317220640889,0,1.06707510979455,0,0,0,"Rbm11"
"ENSMUSG00000032942",2.10702392610316,1.79797628181664,2.5688096662903,1.11158610320445,3.23599556123753,1.06707510979455,5.33072308300037,0,4.38040683883607,"Ucp3"
"ENSMUSG00000032946",3065.7198124801,3244.44820053813,3603.18369191652,3358.10161778063,3711.68690873944,2813.87706452822,2763.09146468853,2058.99618620397,1884.67004240922,"Rasgrp2"
"ENSMUSG00000032948",0,0,0,0,0,0,0,0,0,"Lipi"
"ENSMUSG00000032952",13.6956555196705,6.29291698635825,16.2691278865052,16.6737915480667,12.9439822449501,3.20122532938364,17.7690769433346,10.0483398616875,10.9510170970902,"Ap4b1"
"ENSMUSG00000032959",2571.6227018089,2767.08549771581,2580.79744473298,2015.30560510966,2601.74043123497,2638.87674652192,2015.90177922131,2174.09535189239,3068.47499060467,"Pebp1"
"ENSMUSG00000032965",288.662277876133,288.575193231571,261.162316072847,279.008111904316,290.160935324298,311.585932060008,355.381538866692,265.824263613734,342.766835138923,"Ift57"
"ENSMUSG00000032966",2628.51234781369,2655.61096824318,2538.84022018358,2187.60145110635,1891.97873813687,2681.5597509137,2369.50641039367,2766.03391828999,3335.67980777367,"Fkbp1a"
"ENSMUSG00000032968",0,0,0,0,0,0,0,0,0,"Inha"
"ENSMUSG00000032977",479.347943188469,508.82728775411,461.52947004349,481.316782687525,473.534017127758,530.33632956789,610.367793003543,634.872382170258,609.971652307923,"Fam207a"
"ENSMUSG00000032978",0,0,0,0,0,0,0,0,0,"Guca2b"
"ENSMUSG00000032987",0,0,0,0,0,0,0,0,0,"Olfr281"
"ENSMUSG00000032988",1.05351196305158,0,2.5688096662903,0,4.3146607483167,1.06707510979455,7.99608462450056,5.48091265182957,1.09510170970902,"Slc16a8"
"ENSMUSG00000032997",60.05018189394,40.4544663408745,54.8012728808596,152.287296139009,369.982159168157,50.1525301603437,16.8806230961678,142.503728947569,43.8040683883607,"Chpf"
"ENSMUSG00000032998",693.210871687939,668.847176835791,679.878291678165,692.51814229637,648.277777434584,609.299887692687,519.745500592536,635.78586761223,627.493279663267,"Foxj3"
"ENSMUSG00000032999",0,0,0,0,0,0,0,0,0,"Nlrp4f"
"ENSMUSG00000033004",3716.79020564597,3420.64987615616,3574.07051569856,3390.33761477356,3481.93122389158,3183.08505251713,3220.64519597939,3510.52455349684,2392.7972357142,"Mycbp2"
"ENSMUSG00000033006",0,0,0,0,0,0,0,0,0,"Sox10"
"ENSMUSG00000033007",0,0,0,0,0,0,0,0,0,"Asic4"
"ENSMUSG00000033009",724.816230579487,725.483429713016,682.447101344455,553.569879395814,569.535218777805,676.525619609743,552.618292937705,568.187944906332,584.784312984616,"Ogfod1"
"ENSMUSG00000033014",1282.12405903377,1277.46214823073,1357.18777369004,1169.38858057108,1208.10500952868,1191.92289764051,1198.52423982792,1314.50555099712,1076.48498064396,"Trim33"
"ENSMUSG00000033015",0,0,0,0,0,0,0,0,0,"4933427E13Rik"
"ENSMUSG00000033016",1107.24107316721,1114.74529472632,1213.33443237778,1513.98027256446,1496.10861447882,942.227321948585,1194.08197059208,1245.99414284925,1140.00087980709,"Nfatc1"
"ENSMUSG00000033020",855.451713997882,962.816298912813,828.869252323002,814.792613648859,885.584118592003,1101.22151330797,936.430354913732,1034.06552031184,1202.4216772605,"Polr2f"
"ENSMUSG00000033021",469.866335521004,513.322228458652,482.936217262576,512.44119357725,650.435107808743,600.76328681433,641.463677654378,503.330478526348,609.971652307923,"Gmppa"
"ENSMUSG00000033022",9.48160766746421,10.7878576908999,6.85015911010745,13.3390332384534,11.8653170578709,8.53660087835638,7.10763077733383,10.0483398616875,7.66571196796313,"Cdo1"
"ENSMUSG00000033024",0,0,0.856269888763432,11.1158610320445,11.8653170578709,1.06707510979455,0,3.65394176788638,1.09510170970902,"Klra9"
"ENSMUSG00000033027",8.42809570441263,7.19190512726657,9.41896877639775,5.55793051602223,5.39332593539588,0,0,1.82697088394319,8.76081367767214,"Klrc3"
"ENSMUSG00000033029",6.32107177830948,2.69696442272497,5.13761933258059,3.33475830961334,6.47199112247505,4.26830043917819,12.4383538603342,1.82697088394319,1.09510170970902,"1700088E04Rik"
"ENSMUSG00000033031",1198.8966139527,1209.13904952169,1284.40483314515,1119.36720592688,1090.53050413705,1072.41048534352,753.408862397386,854.108888243441,917.695232736157,"Cip2a"
